Video_ID,Video_Title,Category,Region,Sound_Used,Followers,Following,Views,Likes,Comments,Shares,Duration,Hashtags_Count,Hashtags,Upload_Hour,Upload_Day,Category_TrendScore,Engagement_Rate,Viral
9556,Sports video #9555,Sports,Asia,Original,27581,145,9928,541,40,39,18,6,#fyp #viral #beauty #fun #trend #comedy,18,Thursday,0.68,0.062,0
9557,Sports video #9556,Sports,Europe,Trending,82049,172,71297,7729,703,523,77,2,#music #tutorial,1,Monday,0.68,0.126,1
9558,Fashion video #9557,Fashion,LATAM,Trending,482,680,4325,380,35,30,108,2,#comedy #music,1,Friday,0.77,0.103,1
9559,Comedy video #9558,Comedy,Europe,Trending,12847,58,7074,606,52,27,112,6,#comedy #fyp #beauty #music #tiktok #tutorial,3,Saturday,0.88,0.097,1
9560,Beauty video #9559,Beauty,LATAM,Trending,19329,165,27385,1652,60,55,89,6,#beauty #comedy #dance #fyp #music #tiktok,16,Tuesday,0.75,0.065,0
9561,Dance video #9560,Dance,LATAM,Original,58749,611,29240,3478,173,90,119,7,#tutorial #fyp #beauty #fun #music #tiktok #comedy,16,Friday,0.92,0.128,1
9562,Tutorial video #9561,Tutorial,Europe,Original,22278,349,29405,2891,244,169,59,3,#viral #trend #tutorial,18,Thursday,0.65,0.112,1
9563,Fashion video #9562,Fashion,Europe,Trending,23659,1734,39441,2807,263,138,173,5,#fun #trend #tutorial #viral #beauty,13,Friday,0.77,0.081,1
9564,Beauty video #9563,Beauty,Europe,Original,63607,329,28035,2631,163,118,100,1,#viral,9,Monday,0.75,0.104,1
9565,Music video #9564,Music,Europe,Remix,8358,81,28673,1637,145,64,65,2,#comedy #trend,5,Sunday,0.8,0.064,0
9566,Comedy video #9565,Comedy,Europe,Original,6040,62,26030,1465,79,72,55,7,#trend #viral #tiktok #dance #tutorial #comedy #fun,15,Thursday,0.88,0.062,0
9567,Sports video #9566,Sports,US,Trending,108359,126,79134,8766,335,203,103,7,#tiktok #comedy #beauty #dance #music #tutorial #fyp,16,Thursday,0.68,0.118,1
9568,Food video #9567,Food,US,Trending,65517,159,47600,4958,364,172,20,5,#fun #tiktok #comedy #fyp #trend,21,Wednesday,0.72,0.115,1
9569,Sports video #9568,Sports,LATAM,Trending,34283,84,51107,6083,338,453,37,5,#comedy #tutorial #beauty #tiktok #viral,3,Tuesday,0.68,0.135,1
9570,Comedy video #9569,Comedy,LATAM,Trending,40640,646,24018,2466,102,191,35,2,#trend #tiktok,11,Wednesday,0.88,0.115,1
9571,Dance video #9570,Dance,US,Original,15320,262,5823,585,39,43,95,2,#beauty #tutorial,20,Monday,0.92,0.115,1
9572,Food video #9571,Food,US,Trending,47456,230,44892,5130,332,149,10,5,#music #comedy #beauty #trend #fyp,20,Thursday,0.72,0.125,1
9573,Fashion video #9572,Fashion,US,Trending,2830,76,24482,1250,103,32,135,2,#trend #tiktok,21,Friday,0.77,0.057,0
9574,Food video #9573,Food,LATAM,Trending,38903,274,45355,5193,182,335,128,4,#comedy #fyp #tiktok #beauty,8,Wednesday,0.72,0.126,1
9575,Dance video #9574,Dance,LATAM,Remix,63814,111,32681,3114,275,173,151,3,#comedy #tiktok #fyp,9,Monday,0.92,0.109,1
9576,Sports video #9575,Sports,US,Trending,34538,43,20000,2175,120,57,26,1,#fyp,20,Monday,0.68,0.118,1
9577,Music video #9576,Music,Europe,Trending,3675,36,37626,4080,156,249,75,4,#tiktok #fyp #trend #viral,1,Friday,0.8,0.119,1
9578,Dance video #9577,Dance,US,Remix,9438,52,36137,2650,97,179,84,2,#fyp #beauty,5,Saturday,0.92,0.081,1
9579,Comedy video #9578,Comedy,Asia,Trending,15692,45,21397,2312,227,104,121,2,#dance #beauty,21,Wednesday,0.88,0.124,1
9580,Lifestyle video #9579,Lifestyle,LATAM,Original,53465,471,29212,3134,193,179,95,3,#tiktok #tutorial #dance,2,Saturday,0.6,0.12,1
9581,Dance video #9580,Dance,US,Remix,34607,428,38347,2031,120,119,167,5,#comedy #fun #beauty #trend #dance,7,Tuesday,0.92,0.059,0
9582,Fashion video #9581,Fashion,Europe,Original,72764,115,56749,6685,482,324,35,3,#music #dance #comedy,21,Thursday,0.77,0.132,1
9583,Fashion video #9582,Fashion,LATAM,Original,23624,35,45924,3835,176,278,83,4,#beauty #comedy #viral #dance,18,Saturday,0.77,0.093,1
9584,Comedy video #9583,Comedy,LATAM,Original,8939,125,13232,1428,128,92,33,4,#fun #tutorial #dance #comedy,13,Wednesday,0.88,0.125,1
9585,Gaming video #9584,Gaming,LATAM,Original,34897,297,36474,4122,189,275,109,5,#trend #comedy #tutorial #music #dance,13,Saturday,0.7,0.126,1
9586,Comedy video #9585,Comedy,Europe,Trending,5840,166,13573,1513,50,116,23,5,#tiktok #viral #dance #trend #comedy,7,Thursday,0.88,0.124,1
9587,Fashion video #9586,Fashion,Europe,Trending,48691,141,62778,6952,404,511,51,2,#music #comedy,8,Thursday,0.77,0.125,1
9588,Food video #9587,Food,US,Trending,591,80,36624,3113,203,109,27,4,#viral #music #dance #tutorial,10,Friday,0.72,0.094,1
9589,Comedy video #9588,Comedy,US,Original,5767,56,22167,1698,66,122,36,6,#fun #dance #fyp #tutorial #viral #trend,11,Friday,0.88,0.085,1
9590,Food video #9589,Food,Europe,Trending,29962,89,45145,3181,224,198,35,7,#beauty #fun #trend #tutorial #tiktok #dance #music,20,Friday,0.72,0.08,0
9591,Tutorial video #9590,Tutorial,LATAM,Original,12808,124,20105,2090,90,116,92,6,#beauty #comedy #fyp #dance #music #tutorial,13,Thursday,0.65,0.114,1
9592,Fashion video #9591,Fashion,LATAM,Original,8126,117,10168,1199,42,62,78,7,#fyp #music #comedy #tutorial #viral #dance #fun,6,Sunday,0.77,0.128,1
9593,Lifestyle video #9592,Lifestyle,LATAM,Original,4217,120,31389,2026,138,106,173,5,#beauty #fun #tiktok #trend #fyp,6,Sunday,0.6,0.072,0
9594,Comedy video #9593,Comedy,US,Remix,6534,88,36281,2082,204,47,60,6,#tiktok #dance #fyp #viral #music #beauty,13,Sunday,0.88,0.064,0
9595,Gaming video #9594,Gaming,Asia,Trending,385738,298,348920,37011,3452,1383,134,2,#fyp #dance,10,Friday,0.7,0.12,1
9596,Beauty video #9595,Beauty,US,Trending,29420,56,28473,3315,120,126,110,7,#trend #dance #music #tiktok #fyp #viral #beauty,16,Monday,0.75,0.125,1
9597,Music video #9596,Music,Asia,Original,34218,21,28545,3097,166,137,29,1,#tiktok,13,Friday,0.8,0.119,1
9598,Music video #9597,Music,Asia,Trending,95542,135,137211,8735,388,252,137,3,#trend #comedy #fyp,8,Friday,0.8,0.068,0
9599,Lifestyle video #9598,Lifestyle,US,Remix,24272,131,26598,2233,147,164,53,1,#tiktok,20,Friday,0.6,0.096,1
9600,Comedy video #9599,Comedy,LATAM,Remix,6947,390,29846,3275,222,198,68,3,#tiktok #fun #tutorial,17,Monday,0.88,0.124,1
9601,Tutorial video #9600,Tutorial,US,Original,68563,168,26656,2788,130,57,170,5,#fyp #dance #tutorial #trend #tiktok,3,Monday,0.65,0.112,1
9602,Beauty video #9601,Beauty,Europe,Trending,16816,126,35870,1922,157,124,153,6,#viral #trend #music #fun #tutorial #beauty,15,Monday,0.75,0.061,0
9603,Sports video #9602,Sports,Asia,Original,15734,83,4841,564,50,29,28,5,#trend #viral #fun #tiktok #fyp,7,Thursday,0.68,0.133,1
9604,Tutorial video #9603,Tutorial,US,Trending,5574,34,13665,995,38,77,38,4,#tutorial #trend #fun #music,17,Saturday,0.65,0.081,1
9605,Music video #9604,Music,US,Trending,3543,289,29555,3180,310,217,67,5,#beauty #dance #music #tutorial #trend,5,Sunday,0.8,0.125,1
9606,Dance video #9605,Dance,US,Original,28678,209,53846,5010,161,174,145,4,#trend #beauty #dance #viral,2,Saturday,0.92,0.099,1
9607,Food video #9606,Food,Europe,Trending,8489,115,22122,2313,155,95,54,1,#fun,1,Sunday,0.72,0.116,1
9608,Food video #9607,Food,US,Trending,85664,62,43726,4819,232,234,97,3,#fun #trend #tutorial,13,Saturday,0.72,0.121,1
9609,Fashion video #9608,Fashion,Europe,Trending,38242,58,32251,2379,166,67,151,2,#tiktok #tutorial,15,Friday,0.77,0.081,1
9610,Comedy video #9609,Comedy,Asia,Trending,8208,67,42850,3097,216,118,67,5,#tutorial #tiktok #comedy #music #beauty,18,Wednesday,0.88,0.08,1
9611,Gaming video #9610,Gaming,US,Trending,94753,102,152450,11981,495,908,103,3,#comedy #trend #beauty,17,Tuesday,0.7,0.088,1
9612,Gaming video #9611,Gaming,US,Remix,5282,680,38359,3603,306,156,27,4,#music #trend #dance #viral,5,Thursday,0.7,0.106,1
9613,Music video #9612,Music,US,Trending,11711,87,19791,2040,153,115,135,3,#beauty #dance #fun,2,Tuesday,0.8,0.117,1
9614,Sports video #9613,Sports,Europe,Trending,6622,107,44205,3213,257,98,59,6,#fyp #tiktok #trend #fun #dance #music,1,Sunday,0.68,0.081,1
9615,Fashion video #9614,Fashion,US,Trending,9068,240,34875,1827,55,65,22,6,#fyp #fun #music #trend #tutorial #comedy,6,Monday,0.77,0.056,0
9616,Beauty video #9615,Beauty,LATAM,Trending,72027,664,80755,5218,316,319,134,3,#viral #tiktok #fyp,4,Sunday,0.75,0.072,0
9617,Gaming video #9616,Gaming,LATAM,Original,3189,64,10056,926,41,73,62,2,#tutorial #beauty,23,Friday,0.7,0.103,1
9618,Gaming video #9617,Gaming,US,Trending,5852,399,30788,3369,190,103,168,2,#comedy #beauty,11,Saturday,0.7,0.119,1
9619,Dance video #9618,Dance,Europe,Trending,144834,87,241363,28841,2805,742,106,3,#tutorial #beauty #trend,20,Wednesday,0.92,0.134,1
9620,Gaming video #9619,Gaming,Asia,Trending,17064,359,47903,5428,420,432,84,3,#dance #tiktok #fun,19,Wednesday,0.7,0.131,1
9621,Music video #9620,Music,Asia,Trending,11065,400,45763,2313,207,98,60,2,#viral #dance,22,Thursday,0.8,0.057,0
9622,Fashion video #9621,Fashion,US,Trending,89853,181,32316,3081,175,217,104,4,#music #beauty #viral #tiktok,3,Wednesday,0.77,0.107,1
9623,Tutorial video #9622,Tutorial,Europe,Trending,17659,823,28765,3248,305,140,55,5,#tutorial #beauty #dance #trend #fun,14,Friday,0.65,0.128,1
9624,Lifestyle video #9623,Lifestyle,US,Trending,44874,33,58124,5987,418,413,41,4,#comedy #fyp #tutorial #viral,9,Wednesday,0.6,0.117,1
9625,Music video #9624,Music,Asia,Remix,53105,132,32801,3274,136,191,167,4,#music #comedy #dance #viral,4,Wednesday,0.8,0.11,1
9626,Gaming video #9625,Gaming,Asia,Trending,56809,133,41352,2344,84,176,122,6,#fun #viral #beauty #tiktok #tutorial #fyp,13,Saturday,0.7,0.063,0
9627,Gaming video #9626,Gaming,Europe,Trending,9401,169,13428,1028,93,22,112,4,#comedy #trend #viral #fun,23,Thursday,0.7,0.085,1
9628,Food video #9627,Food,US,Original,5579,61,40463,3783,268,160,42,1,#trend,5,Thursday,0.72,0.104,1
9629,Beauty video #9628,Beauty,Europe,Trending,68544,74,68420,3638,196,276,42,7,#comedy #music #fyp #dance #tiktok #beauty #tutorial,13,Friday,0.75,0.06,0
9630,Dance video #9629,Dance,US,Original,16794,110,26850,2510,231,88,139,2,#trend #tiktok,17,Thursday,0.92,0.105,1
9631,Lifestyle video #9630,Lifestyle,Asia,Trending,18020,49,44565,2859,147,91,165,1,#viral,18,Sunday,0.6,0.069,0
9632,Dance video #9631,Dance,US,Trending,22533,46,12270,737,52,16,28,4,#fyp #tiktok #tutorial #viral,2,Friday,0.92,0.066,0
9633,Gaming video #9632,Gaming,LATAM,Original,10532,11,17817,1623,72,36,168,1,#dance,16,Saturday,0.7,0.097,1
9634,Dance video #9633,Dance,Europe,Original,59892,207,19727,2319,182,184,70,4,#tutorial #music #comedy #fun,6,Thursday,0.92,0.136,1
9635,Lifestyle video #9634,Lifestyle,LATAM,Original,10213,231,28538,1846,82,99,78,2,#tiktok #beauty,12,Sunday,0.6,0.071,0
9636,Food video #9635,Food,US,Original,10793,128,9944,876,77,34,25,5,#comedy #fun #music #beauty #trend,10,Tuesday,0.72,0.099,1
9637,Fashion video #9636,Fashion,US,Trending,86929,91,29798,3371,133,241,10,4,#comedy #trend #beauty #viral,20,Monday,0.77,0.126,1
9638,Fashion video #9637,Fashion,Asia,Trending,11680,291,5958,691,42,35,55,4,#comedy #fyp #viral #music,14,Wednesday,0.77,0.129,1
9639,Fashion video #9638,Fashion,US,Trending,79891,171,37298,4028,215,194,144,1,#trend,10,Tuesday,0.77,0.119,1
9640,Dance video #9639,Dance,US,Original,34421,27,67126,3789,368,189,124,4,#comedy #tiktok #dance #fun,17,Saturday,0.92,0.065,0
9641,Gaming video #9640,Gaming,Asia,Original,29953,32,30017,3354,240,160,173,7,#tiktok #music #dance #comedy #viral #tutorial #fyp,14,Friday,0.7,0.125,1
9642,Gaming video #9641,Gaming,Asia,Trending,12583,81,30913,2633,86,190,86,5,#viral #beauty #comedy #fun #music,17,Saturday,0.7,0.094,1
9643,Beauty video #9642,Beauty,Europe,Trending,7265,104,24270,1631,90,64,45,4,#trend #comedy #viral #music,18,Wednesday,0.75,0.074,0
9644,Music video #9643,Music,Asia,Trending,13739,19,16862,1371,113,82,98,1,#dance,4,Saturday,0.8,0.093,1
9645,Food video #9644,Food,US,Original,62365,164,32995,2750,92,216,79,1,#viral,22,Thursday,0.72,0.093,1
9646,Comedy video #9645,Comedy,Europe,Original,3683,82,17346,1176,109,92,12,4,#tutorial #dance #tiktok #comedy,0,Friday,0.88,0.079,0
9647,Comedy video #9646,Comedy,US,Remix,28804,461,30932,2243,116,64,95,5,#fyp #dance #tiktok #fun #trend,8,Sunday,0.88,0.078,0
9648,Music video #9647,Music,Europe,Trending,7752,115,42155,2140,116,155,119,2,#trend #beauty,11,Saturday,0.8,0.057,0
9649,Tutorial video #9648,Tutorial,US,Trending,76520,134,52471,4754,404,171,85,6,#fyp #music #fun #comedy #trend #tutorial,3,Wednesday,0.65,0.102,1
9650,Beauty video #9649,Beauty,Asia,Trending,7969,254,13829,1124,44,81,55,3,#dance #fyp #tutorial,10,Saturday,0.75,0.09,1
9651,Fashion video #9650,Fashion,Asia,Trending,11658,114,39791,4473,367,305,74,6,#comedy #trend #music #dance #fun #tutorial,16,Sunday,0.77,0.129,1
9652,Comedy video #9651,Comedy,Europe,Original,20117,43,26662,1902,79,43,158,5,#fyp #beauty #viral #fun #trend,9,Sunday,0.88,0.076,0
9653,Gaming video #9652,Gaming,Europe,Original,24321,125,42394,5019,193,146,56,5,#dance #beauty #trend #music #viral,12,Friday,0.7,0.126,1
9654,Gaming video #9653,Gaming,Asia,Trending,11522,340,41633,3564,260,259,13,3,#trend #comedy #music,21,Friday,0.7,0.098,1
9655,Sports video #9654,Sports,Europe,Trending,9904,73,33321,2806,261,209,132,7,#tutorial #trend #music #fyp #beauty #tiktok #dance,5,Tuesday,0.68,0.098,1
9656,Lifestyle video #9655,Lifestyle,Europe,Original,14864,240,10164,1046,98,47,33,4,#dance #tutorial #trend #music,3,Wednesday,0.6,0.117,1
9657,Dance video #9656,Dance,Asia,Original,109313,56,37113,4052,314,219,149,5,#viral #dance #comedy #fun #trend,19,Friday,0.92,0.124,1
9658,Comedy video #9657,Comedy,Europe,Original,31390,71,59465,6556,533,381,56,1,#music,21,Saturday,0.88,0.126,1
9659,Gaming video #9658,Gaming,Asia,Trending,37811,141,48892,5761,405,216,87,1,#tutorial,23,Friday,0.7,0.131,1
9660,Beauty video #9659,Beauty,Asia,Original,5531,947,49869,2729,261,122,102,3,#tiktok #trend #viral,22,Friday,0.75,0.062,0
9661,Comedy video #9660,Comedy,US,Trending,16509,371,45353,5436,486,154,111,1,#comedy,18,Friday,0.88,0.134,1
9662,Lifestyle video #9661,Lifestyle,US,Trending,12044,62,28058,3029,213,169,44,5,#viral #music #fyp #beauty #trend,12,Thursday,0.6,0.122,1
9663,Comedy video #9662,Comedy,Europe,Trending,13033,43,28651,1707,147,76,97,6,#viral #beauty #tutorial #tiktok #fyp #dance,8,Wednesday,0.88,0.067,0
9664,Gaming video #9663,Gaming,US,Trending,44535,22,41216,2657,164,181,12,3,#tiktok #viral #trend,4,Friday,0.7,0.073,0
9665,Beauty video #9664,Beauty,Asia,Trending,19621,1351,48515,4478,363,292,121,2,#tutorial #trend,3,Wednesday,0.75,0.106,1
9666,Gaming video #9665,Gaming,LATAM,Trending,3758,227,32285,3504,279,87,85,2,#beauty #viral,15,Saturday,0.7,0.12,1
9667,Food video #9666,Food,LATAM,Remix,26111,11,8873,621,59,43,114,1,#fyp,17,Thursday,0.72,0.081,1
9668,Lifestyle video #9667,Lifestyle,Asia,Trending,7097,258,13527,734,51,29,110,5,#beauty #fyp #fun #dance #viral,8,Thursday,0.6,0.06,0
9669,Food video #9668,Food,US,Original,105539,159,59034,3975,196,271,171,2,#viral #tiktok,1,Thursday,0.72,0.075,0
9670,Dance video #9669,Dance,US,Remix,9287,637,22962,1538,146,116,83,4,#trend #tutorial #beauty #viral,8,Wednesday,0.92,0.078,0
9671,Comedy video #9670,Comedy,LATAM,Trending,3166,273,32656,3302,279,255,117,6,#fun #tiktok #comedy #tutorial #trend #beauty,0,Thursday,0.88,0.117,1
9672,Music video #9671,Music,Europe,Trending,35225,157,34185,2500,196,174,151,1,#beauty,1,Wednesday,0.8,0.084,1
9673,Dance video #9672,Dance,US,Trending,9338,174,33055,1904,147,54,34,2,#beauty #fun,20,Friday,0.92,0.064,0
9674,Dance video #9673,Dance,US,Remix,47286,150,8955,887,48,27,56,2,#beauty #dance,19,Friday,0.92,0.107,1
9675,Fashion video #9674,Fashion,Europe,Trending,7124,199,43673,3697,358,143,104,1,#beauty,5,Saturday,0.77,0.096,1
9676,Comedy video #9675,Comedy,Asia,Trending,7315,85,46028,4125,412,243,135,3,#fyp #beauty #dance,21,Tuesday,0.88,0.104,1
9677,Fashion video #9676,Fashion,LATAM,Original,249749,62,169368,10630,472,394,101,7,#comedy #fyp #dance #music #tutorial #viral #beauty,14,Wednesday,0.77,0.068,0
9678,Comedy video #9677,Comedy,US,Original,5554,133,13336,808,56,49,162,4,#comedy #tiktok #tutorial #fyp,14,Saturday,0.88,0.068,0
9679,Beauty video #9678,Beauty,US,Trending,9885,150,21449,1671,106,71,117,6,#tiktok #music #fyp #beauty #fun #trend,12,Tuesday,0.75,0.086,1
9680,Fashion video #9679,Fashion,Asia,Trending,11947,122,34447,3477,159,137,124,1,#viral,9,Saturday,0.77,0.11,1
9681,Beauty video #9680,Beauty,Asia,Trending,13030,221,14100,848,70,59,151,4,#comedy #trend #fyp #fun,19,Thursday,0.75,0.069,0
9682,Dance video #9681,Dance,Europe,Original,11554,146,20769,2412,188,137,14,1,#dance,18,Friday,0.92,0.132,1
9683,Food video #9682,Food,US,Trending,59787,238,42594,3484,347,171,49,7,#fun #fyp #beauty #tutorial #dance #trend #viral,15,Sunday,0.72,0.094,1
9684,Tutorial video #9683,Tutorial,Asia,Original,40683,232,19104,1264,109,30,91,4,#tiktok #trend #tutorial #dance,6,Friday,0.65,0.073,0
9685,Sports video #9684,Sports,Europe,Remix,32855,917,45995,5359,338,321,97,2,#comedy #fyp,11,Friday,0.68,0.131,1
9686,Lifestyle video #9685,Lifestyle,Europe,Trending,164843,315,80834,9668,313,513,24,4,#fyp #beauty #dance #comedy,9,Wednesday,0.6,0.13,1
9687,Music video #9686,Music,LATAM,Trending,7895,671,17897,1916,138,139,107,4,#trend #music #tiktok #dance,23,Tuesday,0.8,0.123,1
9688,Dance video #9687,Dance,Asia,Trending,70223,56,72945,3826,130,171,81,5,#fun #tutorial #beauty #tiktok #trend,11,Sunday,0.92,0.057,0
9689,Tutorial video #9688,Tutorial,Asia,Trending,64998,217,27277,2876,98,138,15,1,#music,5,Friday,0.65,0.114,1
9690,Music video #9689,Music,Asia,Original,9015,1811,35688,2262,158,121,64,2,#music #fyp,5,Friday,0.8,0.071,0
9691,Music video #9690,Music,LATAM,Trending,20445,89,22820,2696,250,180,133,2,#tiktok #viral,7,Wednesday,0.8,0.137,1
9692,Dance video #9691,Dance,Europe,Trending,89892,46,61595,5889,222,380,153,1,#tiktok,5,Sunday,0.92,0.105,1
9693,Beauty video #9692,Beauty,US,Trending,15411,52,46015,5478,346,326,159,4,#tiktok #viral #dance #beauty,8,Tuesday,0.75,0.134,1
9694,Gaming video #9693,Gaming,US,Trending,5417,201,36178,2235,175,161,20,5,#fyp #tiktok #viral #music #comedy,13,Saturday,0.7,0.071,0
9695,Fashion video #9694,Fashion,LATAM,Original,10640,230,36624,4103,292,245,36,1,#fyp,12,Wednesday,0.77,0.127,1
9696,Gaming video #9695,Gaming,US,Trending,4523,136,8364,650,55,33,44,2,#viral #fyp,7,Friday,0.7,0.088,1
9697,Gaming video #9696,Gaming,Europe,Remix,8526,85,17837,1214,64,63,48,3,#comedy #music #tiktok,16,Friday,0.7,0.075,0
9698,Gaming video #9697,Gaming,Asia,Trending,14276,183,25345,2409,81,146,51,3,#music #viral #fyp,6,Saturday,0.7,0.104,1
9699,Comedy video #9698,Comedy,LATAM,Original,6132,130,30825,2508,137,121,71,1,#fyp,22,Saturday,0.88,0.09,1
9700,Beauty video #9699,Beauty,US,Trending,9263,489,44050,3188,284,107,31,4,#viral #fyp #beauty #music,13,Sunday,0.75,0.081,1
9701,Food video #9700,Food,US,Trending,101157,376,54832,4086,372,140,10,3,#fun #viral #tutorial,13,Sunday,0.72,0.084,1
9702,Tutorial video #9701,Tutorial,Europe,Remix,56461,14,39320,2402,86,144,169,2,#tiktok #dance,6,Monday,0.65,0.067,0
9703,Beauty video #9702,Beauty,Europe,Trending,30981,1029,50802,5677,411,341,174,3,#comedy #fun #beauty,5,Thursday,0.75,0.127,1
9704,Music video #9703,Music,LATAM,Original,14111,381,36983,4037,380,216,150,5,#tiktok #fun #dance #music #fyp,17,Wednesday,0.8,0.125,1
9705,Gaming video #9704,Gaming,Asia,Remix,3962,324,4280,399,26,20,97,7,#beauty #dance #fyp #viral #tiktok #fun #trend,23,Wednesday,0.7,0.104,1
9706,Gaming video #9705,Gaming,US,Remix,31752,123,43894,5040,276,155,41,2,#dance #comedy,21,Saturday,0.7,0.125,1
9707,Comedy video #9706,Comedy,Europe,Original,10636,24,19960,1541,84,88,103,5,#viral #fyp #fun #trend #dance,3,Friday,0.88,0.086,1
9708,Beauty video #9707,Beauty,Europe,Trending,24183,149,40761,4386,339,184,65,6,#comedy #tutorial #fun #music #fyp #viral,13,Tuesday,0.75,0.12,1
9709,Food video #9708,Food,US,Trending,149732,57,133120,8501,743,212,161,4,#fyp #music #comedy #tutorial,2,Thursday,0.72,0.071,0
9710,Food video #9709,Food,US,Trending,42950,84,42967,5029,203,256,38,2,#fyp #viral,20,Friday,0.72,0.128,1
9711,Beauty video #9710,Beauty,Europe,Trending,22373,62,41649,2641,137,170,121,2,#trend #fun,16,Sunday,0.75,0.071,0
9712,Food video #9711,Food,Europe,Trending,15918,3156,23267,1670,127,113,137,1,#viral,22,Friday,0.72,0.082,1
9713,Beauty video #9712,Beauty,US,Trending,9217,40,21758,1232,109,80,62,3,#tutorial #beauty #tiktok,17,Thursday,0.75,0.065,0
9714,Dance video #9713,Dance,Asia,Original,37012,1176,21958,2427,169,191,77,2,#trend #tiktok,1,Saturday,0.92,0.127,1
9715,Fashion video #9714,Fashion,Asia,Trending,95075,105,93879,6677,535,407,167,7,#trend #dance #tiktok #music #beauty #comedy #tutorial,1,Tuesday,0.77,0.081,1
9716,Beauty video #9715,Beauty,Asia,Original,44188,131,64933,3347,317,254,126,3,#beauty #fun #viral,5,Saturday,0.75,0.06,0
9717,Dance video #9716,Dance,LATAM,Trending,30921,308,27444,2437,118,168,92,1,#music,19,Monday,0.92,0.099,1
9718,Dance video #9717,Dance,Asia,Original,2597,117,21410,2429,160,125,179,6,#comedy #music #beauty #dance #viral #tutorial,16,Saturday,0.92,0.127,1
9719,Dance video #9718,Dance,US,Original,42046,13,38142,3934,127,78,72,6,#beauty #trend #tutorial #tiktok #fun #comedy,15,Sunday,0.92,0.109,1
9720,Gaming video #9719,Gaming,LATAM,Trending,7759,475,10723,708,50,43,162,5,#fun #tiktok #tutorial #beauty #fyp,0,Wednesday,0.7,0.075,0
9721,Dance video #9720,Dance,Europe,Trending,33114,90,19463,1488,59,100,116,5,#dance #fyp #tutorial #comedy #tiktok,14,Friday,0.92,0.085,1
9722,Dance video #9721,Dance,US,Trending,6077,201,16485,1669,122,63,140,2,#fun #music,11,Friday,0.92,0.112,1
9723,Food video #9722,Food,US,Remix,43941,155,49018,4848,291,214,24,3,#tiktok #beauty #fyp,13,Saturday,0.72,0.109,1
9724,Lifestyle video #9723,Lifestyle,Asia,Trending,16587,1024,17100,893,68,57,95,1,#dance,6,Thursday,0.6,0.06,0
9725,Beauty video #9724,Beauty,LATAM,Remix,8820,94,40615,3546,250,208,178,7,#music #viral #comedy #beauty #tutorial #dance #trend,17,Sunday,0.75,0.099,1
9726,Sports video #9725,Sports,Europe,Trending,2679,654,40024,3319,328,171,145,4,#tiktok #dance #fun #tutorial,10,Thursday,0.68,0.095,1
9727,Sports video #9726,Sports,Europe,Original,24538,360,32006,3782,267,197,113,1,#viral,21,Thursday,0.68,0.133,1
9728,Beauty video #9727,Beauty,LATAM,Original,6005,53,9826,1175,106,90,110,4,#dance #trend #fun #viral,18,Saturday,0.75,0.14,1
9729,Comedy video #9728,Comedy,US,Original,64328,47,79694,8405,696,360,123,5,#fun #music #beauty #tiktok #fyp,10,Thursday,0.88,0.119,1
9730,Dance video #9729,Dance,US,Original,20571,143,32407,2565,229,103,78,5,#tiktok #viral #comedy #dance #music,2,Friday,0.92,0.089,1
9731,Tutorial video #9730,Tutorial,US,Trending,17227,65,9663,850,34,60,127,4,#beauty #dance #fun #comedy,8,Friday,0.65,0.098,1
9732,Sports video #9731,Sports,Asia,Trending,38953,92,11244,1189,62,66,70,2,#tutorial #dance,1,Monday,0.68,0.117,1
9733,Sports video #9732,Sports,Europe,Trending,23439,25,44276,3822,144,140,16,3,#music #comedy #fun,9,Saturday,0.68,0.093,1
9734,Sports video #9733,Sports,US,Trending,2196,82,29362,2901,284,172,103,2,#trend #tiktok,1,Sunday,0.68,0.114,1
9735,Music video #9734,Music,US,Original,16881,146,22656,1972,182,64,61,2,#tutorial #viral,7,Friday,0.8,0.098,1
9736,Dance video #9735,Dance,Europe,Trending,5592,304,33790,2316,214,72,18,1,#music,11,Tuesday,0.92,0.077,0
9737,Fashion video #9736,Fashion,Asia,Original,14878,397,10654,984,91,33,134,1,#trend,17,Wednesday,0.77,0.104,1
9738,Sports video #9737,Sports,LATAM,Original,10024,41,27911,2567,163,175,64,1,#beauty,10,Monday,0.68,0.104,1
9739,Comedy video #9738,Comedy,Asia,Original,5240,290,3475,232,16,11,110,5,#comedy #music #viral #fyp #fun,5,Sunday,0.88,0.075,0
9740,Beauty video #9739,Beauty,Europe,Trending,24651,289,47638,5235,504,119,91,1,#music,10,Tuesday,0.75,0.123,1
9741,Sports video #9740,Sports,LATAM,Trending,18234,46,19434,1779,87,50,99,1,#tiktok,17,Thursday,0.68,0.099,1
9742,Tutorial video #9741,Tutorial,US,Trending,25272,209,43442,5062,317,296,103,6,#viral #tutorial #beauty #comedy #fun #dance,8,Wednesday,0.65,0.131,1
9743,Lifestyle video #9742,Lifestyle,US,Remix,26374,9,49360,3791,277,107,40,2,#music #comedy,15,Wednesday,0.6,0.085,1
9744,Tutorial video #9743,Tutorial,LATAM,Remix,1450,327,31822,3100,282,68,136,4,#fun #music #fyp #tiktok,15,Friday,0.65,0.108,1
9745,Fashion video #9744,Fashion,Asia,Trending,26771,243,22880,1449,86,94,157,1,#music,12,Monday,0.77,0.071,0
